CompanyName,Location,DotNumber,SafetyLink
ELLIS TRANSPORTATION SERVICE INC,"Brooklyn, NY",694199,https://ai.fmcsa.dot.gov/SMS/Carrier/694199/Overview.aspx
AMERICA FORCE ONE LLC,"Brooklyn, NY",3466204,https://ai.fmcsa.dot.gov/SMS/Carrier/3466204/Overview.aspx
BEST TRAILS AND TRAVEL CORP,"Brooklyn, NY",603842,https://ai.fmcsa.dot.gov/SMS/Carrier/603842/Overview.aspx
RELIANT TRANSPORTATION INC,"Brooklyn, NY",2267611,https://ai.fmcsa.dot.gov/SMS/Carrier/2267611/Overview.aspx
TRANS EXPRESS INC,"White Plains, NY",530250,https://ai.fmcsa.dot.gov/SMS/Carrier/530250/Overview.aspx
PIAXTECO CORP,"Brooklyn, NY",3379343,https://ai.fmcsa.dot.gov/SMS/Carrier/3379343/Overview.aspx
MARIO'S TRANSPORTATION INC,"Brooklyn, NY",3031488,https://ai.fmcsa.dot.gov/SMS/Carrier/3031488/Overview.aspx
PRECISION NY LLC,"Brooklyn, NY",3120305,https://ai.fmcsa.dot.gov/SMS/Carrier/3120305/Overview.aspx
ULTIMATE CLASS TRANSPORTATION WORLDWIDE LTD,"Middle Vlg, NY",3580714,https://ai.fmcsa.dot.gov/SMS/Carrier/3580714/Overview.aspx
EMPIRE INTERNATIONAL LTD,"Secaucus, NJ",534941,https://ai.fmcsa.dot.gov/SMS/Carrier/534941/Overview.aspx
BENI'S LIMOUSINE SERVICE INC,"Astoria, NY",2283347,https://ai.fmcsa.dot.gov/SMS/Carrier/2283347/Overview.aspx
INTERFACE TOURS & MUSIC INC,"Astoria, NY",1994892,https://ai.fmcsa.dot.gov/SMS/Carrier/1994892/Overview.aspx
CAREY LIMOUSINE NY INC,"Astoria, NY",584714,https://ai.fmcsa.dot.gov/SMS/Carrier/584714/Overview.aspx
DAVINCI LIMO & TOURS INC,"East Elmhurst, NY",2999298,https://ai.fmcsa.dot.gov/SMS/Carrier/2999298/Overview.aspx
NY DISCOVERY LIMOUSINE INC,"Rego Park, NY",2530742,https://ai.fmcsa.dot.gov/SMS/Carrier/2530742/Overview.aspx
NY LIMO TRIP CORP,"Woodhaven, NY",2029268,https://ai.fmcsa.dot.gov/SMS/Carrier/2029268/Overview.aspx
SNOW CAR GROUP INC,"Edgewater, NJ",3327350,https://ai.fmcsa.dot.gov/SMS/Carrier/3327350/Overview.aspx
IRY INC,"Forest Hills, NY",563092,https://ai.fmcsa.dot.gov/SMS/Carrier/563092/Overview.aspx
JET TOURS USA INC,"East Rutherford, NJ",519856,https://ai.fmcsa.dot.gov/SMS/Carrier/519856/Overview.aspx
AR-COL TRAVEL ARRANGEMENTS INC,"Lyndhurst, NJ",510418,https://ai.fmcsa.dot.gov/SMS/Carrier/510418/Overview.aspx
SUNSHINE BUS AND LIMOUSINE CO LLC,"Kew Gardens, NY",3211850,https://ai.fmcsa.dot.gov/SMS/Carrier/3211850/Overview.aspx
KEW T FLYER INC,"Kew Gardens, NY",3477406,https://ai.fmcsa.dot.gov/SMS/Carrier/3477406/Overview.aspx
A&H NYC LIMO CORP,"Rutherford, NJ",2956398,https://ai.fmcsa.dot.gov/SMS/Carrier/2956398/Overview.aspx
EGYPT LIMOUSINE INC,"Rutherford, NJ",3241441,https://ai.fmcsa.dot.gov/SMS/Carrier/3241441/Overview.aspx
TOPTOWN PRIVATE CAR & AIRPORT SERVICE INC,"Rutherford, NJ",1420432,https://ai.fmcsa.dot.gov/SMS/Carrier/1420432/Overview.aspx
A&H AMERICAN LIMO CORPORATION,"Rutherford, NJ",2556021,https://ai.fmcsa.dot.gov/SMS/Carrier/2556021/Overview.aspx
LUXURY VANS & SHUTTLE BUS CORP,"Rutherford, NJ",3113701,https://ai.fmcsa.dot.gov/SMS/Carrier/3113701/Overview.aspx
BLUEPRINTS WORLDWIDE,"Little Ferry, NJ",3313606,https://ai.fmcsa.dot.gov/SMS/Carrier/3313606/Overview.aspx
KAREN GAJDA,"Newark, NJ",553288,https://ai.fmcsa.dot.gov/SMS/Carrier/553288/Overview.aspx
PEGASUS TRANSPORT SERVICE INC,"Moonachie, NJ",1039030,https://ai.fmcsa.dot.gov/SMS/Carrier/1039030/Overview.aspx
ANDRADE'S LIMO INC,"South Ozone Park, NY",2161159,https://ai.fmcsa.dot.gov/SMS/Carrier/2161159/Overview.aspx
MEADOWLANDS TRANSPORTATION BROKERGAGE CORPORATION,"Wood Ridge, NJ",2259052,https://ai.fmcsa.dot.gov/SMS/Carrier/2259052/Overview.aspx
GOLDEN STAR LIMO SERVICES INC,"Whitestone, NY",3112553,https://ai.fmcsa.dot.gov/SMS/Carrier/3112553/Overview.aspx
SELBY TRANSPORTATION CORP,"Bronx, NY",1990207,https://ai.fmcsa.dot.gov/SMS/Carrier/1990207/Overview.aspx
MARIAS LIMOUSINE SERVICE LLC,"Elizabeth, NJ",2566708,https://ai.fmcsa.dot.gov/SMS/Carrier/2566708/Overview.aspx
MONROE EXCLUSIVE LIMOUSINE SERVICE INCORPORATED,"Elizabeth, NJ",1471742,https://ai.fmcsa.dot.gov/SMS/Carrier/1471742/Overview.aspx
BUS CHARTERS INCORPORATED,"Jamaica, NY",2202189,https://ai.fmcsa.dot.gov/SMS/Carrier/2202189/Overview.aspx
ROYALTY EVENTS GROUP INC,"Jamaica, NY",3088216,https://ai.fmcsa.dot.gov/SMS/Carrier/3088216/Overview.aspx
TSU GLOBAL SERVICES INC,"Teneck, NJ",2465772,https://ai.fmcsa.dot.gov/SMS/Carrier/2465772/Overview.aspx
L&L LIMOUSINE SERVICE ENTERPRISES LLC,"Teaneck, NJ",2297191,https://ai.fmcsa.dot.gov/SMS/Carrier/2297191/Overview.aspx
JERSEY KIDS TRANSPORTATION INC,"Passaic, NJ",2969359,https://ai.fmcsa.dot.gov/SMS/Carrier/2969359/Overview.aspx
CHRYSTAL TRANSPORTATION LLC,"Passaic, NJ",1931838,https://ai.fmcsa.dot.gov/SMS/Carrier/1931838/Overview.aspx
AGEE INTERNATIONAL INC,"Staten Island, NY",2490814,https://ai.fmcsa.dot.gov/SMS/Carrier/2490814/Overview.aspx
DAWSONS CONSTRUCTION SERVICES LLC,"East Orange, NJ",3568750,https://ai.fmcsa.dot.gov/SMS/Carrier/3568750/Overview.aspx
ALBO SERVICE INC,"Rockaway Park, NY",2931877,https://ai.fmcsa.dot.gov/SMS/Carrier/2931877/Overview.aspx
ONLY TOUR INC,"Englewood, NJ",2550594,https://ai.fmcsa.dot.gov/SMS/Carrier/2550594/Overview.aspx
CHINA VIP EXPRESS INC,"Oakland Garden, NY",2190774,https://ai.fmcsa.dot.gov/SMS/Carrier/2190774/Overview.aspx
SEE USA TOURS INC,"Springfield Gardens, NY",2819107,https://ai.fmcsa.dot.gov/SMS/Carrier/2819107/Overview.aspx
SAMRAAT INTERNATIONAL TRADING INC,"Queens Vlg, NY",3165764,https://ai.fmcsa.dot.gov/SMS/Carrier/3165764/Overview.aspx
MUSIC EXPRESS EAST INC,"Clifton, NJ",509049,https://ai.fmcsa.dot.gov/SMS/Carrier/509049/Overview.aspx
BRIGHTVIEW TENAFLY LLC,"Tenafly, NJ",3042146,https://ai.fmcsa.dot.gov/SMS/Carrier/3042146/Overview.aspx
VILLANI BUS COMPANY INC,"Linden, NJ",24858,https://ai.fmcsa.dot.gov/SMS/Carrier/24858/Overview.aspx
TRU LIMOUSINE LLC,"Linden, NJ",870651,https://ai.fmcsa.dot.gov/SMS/Carrier/870651/Overview.aspx
BBZ LIMOUSINE & LIVERY SERVICE INC,"Bergenfield, NJ",1655797,https://ai.fmcsa.dot.gov/SMS/Carrier/1655797/Overview.aspx
LORREN WALKER,"Roselle, NJ",3502955,https://ai.fmcsa.dot.gov/SMS/Carrier/3502955/Overview.aspx
MANHATTAN LIMOUSINE SERVICE INC,"Great Neck, NY",3619277,https://ai.fmcsa.dot.gov/SMS/Carrier/3619277/Overview.aspx
HUDSON MANAGEMENT SYSTEMS LLC,"West Orange, NJ",2921057,https://ai.fmcsa.dot.gov/SMS/Carrier/2921057/Overview.aspx
CARLUX LIMO WORLDWIDE INC,"Floral Park, NY",3044735,https://ai.fmcsa.dot.gov/SMS/Carrier/3044735/Overview.aspx
EXCEL LIMOUSINE LLC,"Valley Stream, NY",3658691,https://ai.fmcsa.dot.gov/SMS/Carrier/3658691/Overview.aspx
A-EXPRESS LIMO INC,"Valley Stream, NY",3401624,https://ai.fmcsa.dot.gov/SMS/Carrier/3401624/Overview.aspx
CMS LIMO INC,"Valleystream, NY",3287183,https://ai.fmcsa.dot.gov/SMS/Carrier/3287183/Overview.aspx
AMERICAN LIMOUSINE LLC,"Woodland Park, NJ",2962953,https://ai.fmcsa.dot.gov/SMS/Carrier/2962953/Overview.aspx
GARDEN STATE A-1 CAR & LIMOUSINE SERVICE INC,"Little Falls, NJ",507811,https://ai.fmcsa.dot.gov/SMS/Carrier/507811/Overview.aspx
BRIGHTVIEW PARAMUS LLC,"Paramus, NJ",3041039,https://ai.fmcsa.dot.gov/SMS/Carrier/3041039/Overview.aspx
FILM LIMOUSINE INC,"Fair Lawn, NJ",987912,https://ai.fmcsa.dot.gov/SMS/Carrier/987912/Overview.aspx
BILAL EXPRESS TRANSPORTATION LTD,"Hewlett, NY",782341,https://ai.fmcsa.dot.gov/SMS/Carrier/782341/Overview.aspx
ALEXANDRIA BUS SERVICE CORP,"Fair Lawn, NJ",3164688,https://ai.fmcsa.dot.gov/SMS/Carrier/3164688/Overview.aspx
NY TRAVEL LIMO CORP,"Franklin Square, NY",2139404,https://ai.fmcsa.dot.gov/SMS/Carrier/2139404/Overview.aspx
SANTOS VIP LLC,"Avenel, NJ",1409442,https://ai.fmcsa.dot.gov/SMS/Carrier/1409442/Overview.aspx
4OUR JS TRANSPORTATION INC,"Yonkers, NY",3392772,https://ai.fmcsa.dot.gov/SMS/Carrier/3392772/Overview.aspx
ACADEMY BUS CO INC,"Yonkers, NY",170246,https://ai.fmcsa.dot.gov/SMS/Carrier/170246/Overview.aspx
SUPREME LOGISTICS CORP,"Yonkers, NY",2557486,https://ai.fmcsa.dot.gov/SMS/Carrier/2557486/Overview.aspx
DPV TRANSPORTATION WORLDWIDE LLC,"Yonkers, NY",3349105,https://ai.fmcsa.dot.gov/SMS/Carrier/3349105/Overview.aspx
COUNTRY CLUB SERVICES INC,"Millburn, NJ",1438624,https://ai.fmcsa.dot.gov/SMS/Carrier/1438624/Overview.aspx
DJ'S EXECUTIVE TRANSPORTATION,"Garwood, NJ",2988681,https://ai.fmcsa.dot.gov/SMS/Carrier/2988681/Overview.aspx
DELUX LIMOUSINE SERVICE INC,"Port Washington, NY",2057346,https://ai.fmcsa.dot.gov/SMS/Carrier/2057346/Overview.aspx
L Q GARDEN CITY LLC,"Garden City, NY",1799534,https://ai.fmcsa.dot.gov/SMS/Carrier/1799534/Overview.aspx
GALAXY COACH INC,"Westfield, NJ",3178973,https://ai.fmcsa.dot.gov/SMS/Carrier/3178973/Overview.aspx
GEM LIMOUSINE SERVICE INC,"Woodbridge, NJ",390390,https://ai.fmcsa.dot.gov/SMS/Carrier/390390/Overview.aspx
CILS LTD,"Larchmont, NY",2035200,https://ai.fmcsa.dot.gov/SMS/Carrier/2035200/Overview.aspx
NEW JERSEY LIMO BUS AND CAR SERVICE LLC,"Fairfield, NJ",1186826,https://ai.fmcsa.dot.gov/SMS/Carrier/1186826/Overview.aspx
DELUX TRANSPORTATION RESOURCES INC,"Greenvale, NY",3058206,https://ai.fmcsa.dot.gov/SMS/Carrier/3058206/Overview.aspx
BLACKBIRD WORLDWIDE CORP,"Wayne, NJ",3370936,https://ai.fmcsa.dot.gov/SMS/Carrier/3370936/Overview.aspx
LUXURY RIDE NYC LLC,"Wayne, NJ",3320824,https://ai.fmcsa.dot.gov/SMS/Carrier/3320824/Overview.aspx
EXCELLENT LIMO AND LIVERY INC,"Wayne, NJ",2307956,https://ai.fmcsa.dot.gov/SMS/Carrier/2307956/Overview.aspx
SUMMIT OF NJ INC,"New Providnce, NJ",3009581,https://ai.fmcsa.dot.gov/SMS/Carrier/3009581/Overview.aspx
D & O TRANSPORTATION SERVICES INC,"Roosevelt, NY",2334876,https://ai.fmcsa.dot.gov/SMS/Carrier/2334876/Overview.aspx
TAVERAS TRANSPORTATION LLC,"Lincoln Park, NJ",2793881,https://ai.fmcsa.dot.gov/SMS/Carrier/2793881/Overview.aspx
TRANSRIDE SERVICES INC,"Freeport, NY",3079316,https://ai.fmcsa.dot.gov/SMS/Carrier/3079316/Overview.aspx
NJRIDE CAR SERVICE LLC,"Upper Saddle River, NJ",3074604,https://ai.fmcsa.dot.gov/SMS/Carrier/3074604/Overview.aspx
UNLIMITED PERSONNEL COURIERS LLC,"Hazlet, NJ",3641308,https://ai.fmcsa.dot.gov/SMS/Carrier/3641308/Overview.aspx
VANDER PLAAT EXECUTIVE LIMOUSINE,"Franklin Lakes, NJ",516062,https://ai.fmcsa.dot.gov/SMS/Carrier/516062/Overview.aspx
WILNER LIVERY SERVICE INC,"Edison, NJ",470623,https://ai.fmcsa.dot.gov/SMS/Carrier/470623/Overview.aspx
AIR EXPRESS LIMOUSINE LLC,"Parsippany, NJ",3172454,https://ai.fmcsa.dot.gov/SMS/Carrier/3172454/Overview.aspx
PERFECT LIMO SERVICE INC,"Montvale, NJ",325560,https://ai.fmcsa.dot.gov/SMS/Carrier/325560/Overview.aspx
BRIGHTVIEW LAKE TAPPAN LLC,"Orangeburg, NY",3303716,https://ai.fmcsa.dot.gov/SMS/Carrier/3303716/Overview.aspx
COUNTY COACH CORP,"Rye, NY",483526,https://ai.fmcsa.dot.gov/SMS/Carrier/483526/Overview.aspx
WHITE PLAINS BUS CO INC,"White Plains, NY",25675,https://ai.fmcsa.dot.gov/SMS/Carrier/25675/Overview.aspx
BRIGHTVIEW TARRYTOWN LLC,"Tarrytown, NY",3042119,https://ai.fmcsa.dot.gov/SMS/Carrier/3042119/Overview.aspx
BRIGHTVIEW LAKE TAPPAN LLC,"Orangeburg, NY",3303716,https://ai.fmcsa.dot.gov/SMS/Carrier/3303716/Overview.aspx
TRI-STATE LIMOUSINE LLC,"Hawthorne, NY",2886549,https://ai.fmcsa.dot.gov/SMS/Carrier/2886549/Overview.aspx
PETER BREGA INCORPORATED,"Valley Cottage, NY",238132,https://ai.fmcsa.dot.gov/SMS/Carrier/238132/Overview.aspx
WHITE PLAINS BUS CO INC,"White Plains, NY",25675,https://ai.fmcsa.dot.gov/SMS/Carrier/25675/Overview.aspx
COUNTY LIMOUSINE SERVICE INC,"Harrison, NY",2868729,https://ai.fmcsa.dot.gov/SMS/Carrier/2868729/Overview.aspx
SUPREME LOGISTICS CORP,"Yonkers, NY",2557486,https://ai.fmcsa.dot.gov/SMS/Carrier/2557486/Overview.aspx
ACADEMY BUS CO INC,"Yonkers, NY",170246,https://ai.fmcsa.dot.gov/SMS/Carrier/170246/Overview.aspx
DPV TRANSPORTATION WORLDWIDE LLC,"Yonkers, NY",3349105,https://ai.fmcsa.dot.gov/SMS/Carrier/3349105/Overview.aspx
4OUR JS TRANSPORTATION INC,"Yonkers, NY",3392772,https://ai.fmcsa.dot.gov/SMS/Carrier/3392772/Overview.aspx
ARMONK LIMOUSINE CAR SERVICE INC,"Armonk, NY",985888,https://ai.fmcsa.dot.gov/SMS/Carrier/985888/Overview.aspx
PERFECT LIMO SERVICE INC,"Montvale, NJ",325560,https://ai.fmcsa.dot.gov/SMS/Carrier/325560/Overview.aspx
COUNTY COACH CORP,"Rye, NY",483526,https://ai.fmcsa.dot.gov/SMS/Carrier/483526/Overview.aspx
RED OAK LUXURY BUS SERVICE INC,"Port Chester, NY",1401589,https://ai.fmcsa.dot.gov/SMS/Carrier/1401589/Overview.aspx
SCARSDALE TRIP SERVICE INCORPORATED,"Port Chester, NY",1479410,https://ai.fmcsa.dot.gov/SMS/Carrier/1479410/Overview.aspx
CILS LTD,"Larchmont, NY",2035200,https://ai.fmcsa.dot.gov/SMS/Carrier/2035200/Overview.aspx
BRIGHTVIEW TENAFLY LLC,"Tenafly, NJ",3042146,https://ai.fmcsa.dot.gov/SMS/Carrier/3042146/Overview.aspx
BBZ LIMOUSINE & LIVERY SERVICE INC,"Bergenfield, NJ",1655797,https://ai.fmcsa.dot.gov/SMS/Carrier/1655797/Overview.aspx
AVANTI MILLENIUM LIMOUSINE LTD,"Greenwich, CT",2305044,https://ai.fmcsa.dot.gov/SMS/Carrier/2305044/Overview.aspx
NJRIDE CAR SERVICE LLC,"Upper Saddle River, NJ",3074604,https://ai.fmcsa.dot.gov/SMS/Carrier/3074604/Overview.aspx
ONLY TOUR INC,"Englewood, NJ",2550594,https://ai.fmcsa.dot.gov/SMS/Carrier/2550594/Overview.aspx
BRIGHTVIEW PARAMUS LLC,"Paramus, NJ",3041039,https://ai.fmcsa.dot.gov/SMS/Carrier/3041039/Overview.aspx
TSU GLOBAL SERVICES INC,"Teneck, NJ",2465772,https://ai.fmcsa.dot.gov/SMS/Carrier/2465772/Overview.aspx
L&L LIMOUSINE SERVICE ENTERPRISES LLC,"Teaneck, NJ",2297191,https://ai.fmcsa.dot.gov/SMS/Carrier/2297191/Overview.aspx
SELBY TRANSPORTATION CORP,"Bronx, NY",1990207,https://ai.fmcsa.dot.gov/SMS/Carrier/1990207/Overview.aspx
FILM LIMOUSINE INC,"Fair Lawn, NJ",987912,https://ai.fmcsa.dot.gov/SMS/Carrier/987912/Overview.aspx
ALEXANDRIA BUS SERVICE CORP,"Fair Lawn, NJ",3164688,https://ai.fmcsa.dot.gov/SMS/Carrier/3164688/Overview.aspx
VITESSE WORLDWIDE CHAUFFEURED SERVICES INC,"Stamford, CT",305574,https://ai.fmcsa.dot.gov/SMS/Carrier/305574/Overview.aspx
RUDY'S LIMOUSINE SERVICE INC,"Stamford, CT",18154,https://ai.fmcsa.dot.gov/SMS/Carrier/18154/Overview.aspx
MERIDIAN SEDAN AND LIMOUSINE SERVICE LLC,"Stamford, CT",2973160,https://ai.fmcsa.dot.gov/SMS/Carrier/2973160/Overview.aspx
BARJEN INC,"Stamford, CT",1541760,https://ai.fmcsa.dot.gov/SMS/Carrier/1541760/Overview.aspx
CORE CAR INC,"Stamford, CT",738656,https://ai.fmcsa.dot.gov/SMS/Carrier/738656/Overview.aspx
VITESSE WORLDWIDE LUXURY COACH LLC,"Stamford, CT",1113513,https://ai.fmcsa.dot.gov/SMS/Carrier/1113513/Overview.aspx
LINCOLN LIMOUSINE SERVICE INC,"Stamford, CT",2973066,https://ai.fmcsa.dot.gov/SMS/Carrier/2973066/Overview.aspx
EXELA ENTERPRISE SOLUTIONS INC,"Stamford, CT",706267,https://ai.fmcsa.dot.gov/SMS/Carrier/706267/Overview.aspx
HUDSON VALLEY BUS COMPANY INC,"Cortland Manor, NY",804963,https://ai.fmcsa.dot.gov/SMS/Carrier/804963/Overview.aspx
SNOW CAR GROUP INC,"Edgewater, NJ",3327350,https://ai.fmcsa.dot.gov/SMS/Carrier/3327350/Overview.aspx
BLUEPRINTS WORLDWIDE,"Little Ferry, NJ",3313606,https://ai.fmcsa.dot.gov/SMS/Carrier/3313606/Overview.aspx
PEGASUS TRANSPORT SERVICE INC,"Moonachie, NJ",1039030,https://ai.fmcsa.dot.gov/SMS/Carrier/1039030/Overview.aspx
VANDER PLAAT EXECUTIVE LIMOUSINE,"Franklin Lakes, NJ",516062,https://ai.fmcsa.dot.gov/SMS/Carrier/516062/Overview.aspx
MEADOWLANDS TRANSPORTATION BROKERGAGE CORPORATION,"Wood Ridge, NJ",2259052,https://ai.fmcsa.dot.gov/SMS/Carrier/2259052/Overview.aspx
GOLDEN STAR LIMO SERVICES INC,"Whitestone, NY",3112553,https://ai.fmcsa.dot.gov/SMS/Carrier/3112553/Overview.aspx
DELUX LIMOUSINE SERVICE INC,"Port Washington, NY",2057346,https://ai.fmcsa.dot.gov/SMS/Carrier/2057346/Overview.aspx
MANHATTAN LIMOUSINE SERVICE INC,"Great Neck, NY",3619277,https://ai.fmcsa.dot.gov/SMS/Carrier/3619277/Overview.aspx
CAREY LIMOUSINE NY INC,"Astoria, NY",584714,https://ai.fmcsa.dot.gov/SMS/Carrier/584714/Overview.aspx
INTERFACE TOURS & MUSIC INC,"Astoria, NY",1994892,https://ai.fmcsa.dot.gov/SMS/Carrier/1994892/Overview.aspx
BENI'S LIMOUSINE SERVICE INC,"Astoria, NY",2283347,https://ai.fmcsa.dot.gov/SMS/Carrier/2283347/Overview.aspx
CHRYSTAL TRANSPORTATION LLC,"Passaic, NJ",1931838,https://ai.fmcsa.dot.gov/SMS/Carrier/1931838/Overview.aspx
JERSEY KIDS TRANSPORTATION INC,"Passaic, NJ",2969359,https://ai.fmcsa.dot.gov/SMS/Carrier/2969359/Overview.aspx
HOYT LIVERY INC,"New Canaan, CT",515620,https://ai.fmcsa.dot.gov/SMS/Carrier/515620/Overview.aspx
1ST RIDE & GO CORP,"New Cannan, CT",2528703,https://ai.fmcsa.dot.gov/SMS/Carrier/2528703/Overview.aspx
MUSIC EXPRESS EAST INC,"Clifton, NJ",509049,https://ai.fmcsa.dot.gov/SMS/Carrier/509049/Overview.aspx
JET TOURS USA INC,"East Rutherford, NJ",519856,https://ai.fmcsa.dot.gov/SMS/Carrier/519856/Overview.aspx
DAVINCI LIMO & TOURS INC,"East Elmhurst, NY",2999298,https://ai.fmcsa.dot.gov/SMS/Carrier/2999298/Overview.aspx
LUXURY VANS & SHUTTLE BUS CORP,"Rutherford, NJ",3113701,https://ai.fmcsa.dot.gov/SMS/Carrier/3113701/Overview.aspx
DELUX TRANSPORTATION RESOURCES INC,"Greenvale, NY",3058206,https://ai.fmcsa.dot.gov/SMS/Carrier/3058206/Overview.aspx
TOPTOWN PRIVATE CAR & AIRPORT SERVICE INC,"Rutherford, NJ",1420432,https://ai.fmcsa.dot.gov/SMS/Carrier/1420432/Overview.aspx
A&H NYC LIMO CORP,"Rutherford, NJ",2956398,https://ai.fmcsa.dot.gov/SMS/Carrier/2956398/Overview.aspx
A&H AMERICAN LIMO CORPORATION,"Rutherford, NJ",2556021,https://ai.fmcsa.dot.gov/SMS/Carrier/2556021/Overview.aspx
EGYPT LIMOUSINE INC,"Rutherford, NJ",3241441,https://ai.fmcsa.dot.gov/SMS/Carrier/3241441/Overview.aspx
EXCELLENT LIMO AND LIVERY INC,"Wayne, NJ",2307956,https://ai.fmcsa.dot.gov/SMS/Carrier/2307956/Overview.aspx
BLACKBIRD WORLDWIDE CORP,"Wayne, NJ",3370936,https://ai.fmcsa.dot.gov/SMS/Carrier/3370936/Overview.aspx
LUXURY RIDE NYC LLC,"Wayne, NJ",3320824,https://ai.fmcsa.dot.gov/SMS/Carrier/3320824/Overview.aspx
EMPIRE INTERNATIONAL LTD,"Secaucus, NJ",534941,https://ai.fmcsa.dot.gov/SMS/Carrier/534941/Overview.aspx
FERNANDO MONTOYA,"Woodside, NY",2512014,https://ai.fmcsa.dot.gov/SMS/Carrier/2512014/Overview.aspx
ASTORIA TRANSPORT CORP,"Woodside, NY",2584324,https://ai.fmcsa.dot.gov/SMS/Carrier/2584324/Overview.aspx
CAPRICORN LIMOUSINE SERVICE INC,"Long Island City, NY",2209412,https://ai.fmcsa.dot.gov/SMS/Carrier/2209412/Overview.aspx
ELITE COACH INC,"Long Is City, NY",3153786,https://ai.fmcsa.dot.gov/SMS/Carrier/3153786/Overview.aspx
ARABIAN TRAVEL TRANS CORP,"Long Island City, NY",1973713,https://ai.fmcsa.dot.gov/SMS/Carrier/1973713/Overview.aspx
FRIENDLY RIDE INC,"Long Island City, NY",2361072,https://ai.fmcsa.dot.gov/SMS/Carrier/2361072/Overview.aspx
AMERICAN LIMOUSINE LLC,"Woodland Park, NJ",2962953,https://ai.fmcsa.dot.gov/SMS/Carrier/2962953/Overview.aspx
GARDEN STATE A-1 CAR & LIMOUSINE SERVICE INC,"Little Falls, NJ",507811,https://ai.fmcsa.dot.gov/SMS/Carrier/507811/Overview.aspx
AR-COL TRAVEL ARRANGEMENTS INC,"Lyndhurst, NJ",510418,https://ai.fmcsa.dot.gov/SMS/Carrier/510418/Overview.aspx
CHINA VIP EXPRESS INC,"Oakland Garden, NY",2190774,https://ai.fmcsa.dot.gov/SMS/Carrier/2190774/Overview.aspx
AMERICAN LIVERY SERVICE INC,"Norwalk, CT",220134,https://ai.fmcsa.dot.gov/SMS/Carrier/220134/Overview.aspx
TEDDYS TRANSPORTATION SYSTEM INC,"Norwalk, CT",216154,https://ai.fmcsa.dot.gov/SMS/Carrier/216154/Overview.aspx
BRIGHTVIEW NORWALK LLC,"Norwalk, CT",3041258,https://ai.fmcsa.dot.gov/SMS/Carrier/3041258/Overview.aspx
ELITE LIMOUSINE SERVICE INC,"Norwalk, CT",250598,https://ai.fmcsa.dot.gov/SMS/Carrier/250598/Overview.aspx
DRIVERS UNLIMITED INC,"Norwalk, CT",263459,https://ai.fmcsa.dot.gov/SMS/Carrier/263459/Overview.aspx
NY DISCOVERY LIMOUSINE INC,"Rego Park, NY",2530742,https://ai.fmcsa.dot.gov/SMS/Carrier/2530742/Overview.aspx
IRY INC,"Forest Hills, NY",563092,https://ai.fmcsa.dot.gov/SMS/Carrier/563092/Overview.aspx
ACADEMY EXPRESS LLC,"Hoboken, NJ",905572,https://ai.fmcsa.dot.gov/SMS/Carrier/905572/Overview.aspx
ULTIMATE CLASS TRANSPORTATION WORLDWIDE LTD,"Middle Vlg, NY",3580714,https://ai.fmcsa.dot.gov/SMS/Carrier/3580714/Overview.aspx
SAMRAAT INTERNATIONAL TRADING INC,"Queens Vlg, NY",3165764,https://ai.fmcsa.dot.gov/SMS/Carrier/3165764/Overview.aspx
ECS TRANSPORTATION LLC,"Wilton, CT",1025203,https://ai.fmcsa.dot.gov/SMS/Carrier/1025203/Overview.aspx
MAJESTIC TRANSPORTATION SERVICES AND LIMO INC,"Monroe, NY",2541261,https://ai.fmcsa.dot.gov/SMS/Carrier/2541261/Overview.aspx
TAVERAS TRANSPORTATION LLC,"Lincoln Park, NJ",2793881,https://ai.fmcsa.dot.gov/SMS/Carrier/2793881/Overview.aspx
CARLUX LIMO WORLDWIDE INC,"Floral Park, NY",3044735,https://ai.fmcsa.dot.gov/SMS/Carrier/3044735/Overview.aspx
KEW T FLYER INC,"Kew Gardens, NY",3477406,https://ai.fmcsa.dot.gov/SMS/Carrier/3477406/Overview.aspx
SUNSHINE BUS AND LIMOUSINE CO LLC,"Kew Gardens, NY",3211850,https://ai.fmcsa.dot.gov/SMS/Carrier/3211850/Overview.aspx
